region,rows,feature_count,predicted_mean,actual_mean,rmse,baseline_rmse,rmse_gain,break_even_volume,top200_volume,top200_avg_volume,top200_profit_usd
region_0,100000,3,92.59256778438038,92.07859674082925,37.5794217150813,44.289591053907365,6.710169338826063,111.11111111111111,29601.83565142189,148.00917825710945,33208260.43139851
region_1,100000,3,68.72854689544603,68.72313602435999,0.8930992867756165,46.02144533725462,45.128346050479,111.11111111111111,27589.081548181137,137.9454077409057,24150866.966815114
region_2,100000,3,94.96504596800492,94.88423280885435,40.02970873393434,44.90234968510566,4.87264095117132,111.11111111111111,28245.22214133296,141.2261107066648,27103499.635998324
